B,H,Q,bf16_status,bf16_tflops,bf16_latency_ms,q8kv8_status,q8kv8_skip_reason,q8kv8_tflops,q8kv8_latency_ms,q8kv8_vs_bf16_tflops
1,8192,8,ok,33.47566697359435,0.06815999746322632,ok,,35.386188007822845,0.0644799992442131,1.0570719333459588
1,16384,8,ok,33.53865083737925,0.06803199648857117,ok,,35.4037582451637,0.06444799900054932,1.0556106868111035
1,32768,8,ok,33.60186846706195,0.06790400296449661,ok,,35.246251451012945,0.06473600119352341,1.04893724840221
1,65536,8,ok,33.50712930757977,0.06809599697589874,ok,,35.246251451012945,0.06473600119352341,1.051903048078779
1,131072,8,ok,33.50712930757977,0.06809599697589874,ok,,35.228837162944146,0.0647680014371872,1.0513833291882424
1,262144,8,ok,33.586040806797484,0.0679360032081604,ok,,35.35109979998656,0.06454399973154068,1.0525533510586291
1,524288,8,ok,32.85860287892342,0.06943999975919724,ok,,35.2811317275577,0.06467200070619583,1.0737258628299187
2,2048,8,ok,66.02145440926685,0.06911999732255936,ok,,71.55360412277142,0.06377600133419037,1.0837932118127962
2,4096,8,ok,66.20535243708896,0.06892800331115723,ok,,71.30316461328142,0.06400000303983688,1.077000000582077
2,8192,8,ok,66.57625359217762,0.06854400038719177,ok,,70.94842804819194,0.06431999802589417,1.0656716805183528
2,16384,8,ok,66.5141484059015,0.06860800087451935,ok,,70.94842804819194,0.06431999802589417,1.0666667130011247
2,32768,8,ok,65.89941751693294,0.06924799829721451,ok,,71.160850120306,0.06412799656391144,1.0798403506680634
2,65536,8,ok,66.14394413213155,0.0689919963479042,ok,,70.31870350102277,0.06489600241184235,1.063116275022118
2,131072,8,ok,65.89941751693294,0.06924799829721451,ok,,69.59801651045242,0.0655680000782013,1.0561249117652538
2,262144,8,ok,65.71720575784684,0.06943999975919724,ok,,68.99194118952104,0.06614399701356888,1.0498307162319236
