B,H,Q,pattern,latency_ms,latency_ms_pass_min,latency_ms_pass_max,pass_spread,tflops,tflops_pass_min,tflops_pass_max,adjacent_overlap,unique_kv,reuse_factor,c4_consecutive_fraction,pass_count
32,32768,1024,csa_trace_replay,19.198416709899902,19.16022491455078,19.236608505249023,0.003986570671215661,486.8050299497724,485.8366189417346,487.7734409578102,0.5902415822794477,813988,82.44453726590564,0.44229072227403377,2
32,32768,1024,original_strided,19.647536277770996,19.5567684173584,19.738304138183594,0.00928250091994065,475.6855095338186,473.4879334449269,477.88308562271027,0.06103087543625519,1080831,62.09006218363463,,2
32,32768,2048,csa_trace_replay,38.54142379760742,38.40028762817383,38.682559967041016,0.007350787098273859,484.9833370186293,483.20735980550467,486.759314231754,0.5590345627747924,911676,147.2208635524024,0.4331985145165729,2
32,32768,2048,original_strided,38.01840019226074,37.95487976074219,38.0819206237793,0.0033471549333825568,491.6500893218944,490.82864955399435,492.4715290897945,0.06058518969261419,1113578,120.52835813925921,,2
32,65536,64,csa_trace_replay,1.1862879991531372,1.1830079555511475,1.189568042755127,0.005545260429735022,492.3930936548644,491.0316444809206,493.75454282880827,0.39025103856646826,653388,6.41931593478913,0.3576034277152642,2
32,65536,64,original_strided,1.389952003955841,1.3823679685592651,1.397536039352417,0.01097252767579704,420.2540383571401,417.9609940697232,422.5470826445569,0.038091265966021824,1819690,2.304955239628728,,2
32,65536,256,csa_trace_replay,4.804912090301514,4.654816150665283,4.955008029937744,0.06449059845887928,486.7403074869606,471.53550406120246,501.94511091271875,0.3691281786151961,993588,16.885485734529805,0.3615560214346869,2
32,65536,256,original_strided,5.418255805969238,5.416639804840088,5.419871807098389,0.000596680298995178,431.2203964764933,431.0917844890617,431.349008463925,0.036185290766697305,2103941,7.974185587903843,,2
32,65536,1024,csa_trace_replay,18.39964771270752,18.39014434814453,18.409151077270508,0.0010335280009856618,507.9364276538357,507.67407996532626,508.19877534234513,0.4222351253207478,1328528,50.51369937253863,0.3752120702933892,2
32,65536,1024,original_strided,20.081552505493164,20.073152542114258,20.08995246887207,0.0008369351412322867,465.3948178941969,465.20014671894904,465.58948906944465,0.03212480740812867,2128873,31.52318809060005,,2
32,65536,2048,csa_trace_replay,38.628719329833984,38.51238250732422,38.74505615234375,0.006041528201359281,483.885242230235,482.4279412242202,485.34254323624987,0.44829275693087445,1573636,85.2914702002242,0.3769899133133562,2
32,65536,2048,original_strided,41.998735427856445,41.89932632446289,42.09814453125,0.004745140894330646,445.05631424654314,444.00288612047757,446.1097423726087,0.03143628842084071,2161653,62.09032069439452,,2
128,8192,64,csa_trace_replay,4.661200046539307,4.640672206878662,4.681727886199951,0.008846925077025336,501.26737801139245,499.0598056565931,503.47495036619176,0.7294224330357142,789420,21.252585442476754,0.5995482204011742,2
